1,0.036543,0.011905
2,0.010486,0.008258
3,0.008011,0.006973
4,0.007753,0.006416
5,0.006645,0.005837
6,0.006253,0.005761
7,0.005924,0.005426
8,0.005741,0.005527
9,0.005912,0.005093
10,0.005389,0.004924
11,0.005265,0.004839
12,0.005148,0.004772
13,0.005036,0.004613
14,0.004922,0.004823
15,0.004841,0.004470
16,0.004825,0.004475
17,0.004678,0.004460
18,0.004617,0.004364
19,0.004564,0.004279
20,0.004497,0.004319
21,0.004486,0.004263
22,0.004380,0.004166
23,0.004329,0.004256
24,0.004272,0.004133
25,0.004228,0.004120
26,0.004186,0.004001
27,0.004136,0.004022
28,0.004083,0.003957
29,0.004042,0.003910
30,0.003970,0.003923
31,0.003899,0.003890
32,0.003852,0.003728
33,0.003849,0.003743
34,0.003734,0.003756
35,0.003689,0.003654
36,0.003653,0.003754
37,0.003608,0.003608
38,0.003597,0.003626
39,0.003549,0.003662
40,0.003524,0.003624
41,0.003501,0.003575
42,0.003463,0.003601
43,0.003437,0.003593
44,0.003439,0.003661
45,0.003406,0.003610
46,0.003359,0.003572
47,0.003336,0.003521
48,0.003328,0.003556
49,0.003291,0.003507
50,0.003268,0.003535
51,0.003248,0.003553
52,0.003225,0.003537
53,0.003216,0.003599
54,0.003181,0.003575
55,0.003150,0.003564
56,0.003024,0.003504
57,0.002982,0.003514
58,0.002966,0.003510
59,0.002952,0.003534
60,0.002934,0.003504
61,0.003990,0.004097
62,0.003785,0.004038
63,0.003775,0.003985
64,0.003716,0.003927
65,0.003685,0.003899
66,0.003639,0.003904
67,0.003624,0.003876
68,0.003610,0.003973
69,0.003584,0.003853
70,0.003576,0.003848
71,0.003561,0.003842
72,0.003524,0.003842
73,0.003499,0.003921
74,0.003486,0.003788
75,0.003457,0.003913
76,0.003447,0.003857
77,0.003435,0.003823
78,0.003417,0.003852
79,0.003396,0.003817
80,0.003385,0.003782
81,0.003381,0.003832
82,0.003365,0.003813
83,0.003335,0.003785
84,0.003331,0.003805
85,0.003324,0.003835
86,0.003308,0.003854
87,0.003288,0.003756
88,0.003261,0.003828
89,0.003265,0.003826
90,0.003248,0.003872
91,0.003254,0.003776
92,0.003222,0.003821
93,0.003217,0.003816
94,0.003199,0.003808
95,0.003201,0.003783
96,0.003174,0.003873
97,0.003163,0.003771
98,0.003159,0.003787
99,0.003047,0.003772
100,0.003008,0.003817
