1,0.040528,0.012253
2,0.011104,0.008248
3,0.008165,0.006943
4,0.007059,0.006073
5,0.006417,0.005692
6,0.006111,0.005657
7,0.006079,0.005410
8,0.005588,0.005082
9,0.005339,0.004926
10,0.005792,0.005025
11,0.005193,0.005049
12,0.005045,0.004749
13,0.004951,0.004594
14,0.004858,0.004722
15,0.004762,0.004470
16,0.004691,0.004501
17,0.004621,0.004359
18,0.004550,0.004349
19,0.004477,0.004281
20,0.004414,0.004212
21,0.004367,0.004242
22,0.004327,0.004201
23,0.004240,0.004087
24,0.004179,0.004067
25,0.004152,0.004055
26,0.004076,0.003997
27,0.004190,0.004008
28,0.004008,0.003939
29,0.003951,0.003874
30,0.003917,0.003868
31,0.003870,0.003882
32,0.003816,0.003735
33,0.003783,0.003768
34,0.003704,0.003712
35,0.003665,0.003689
36,0.003605,0.003599
37,0.003565,0.003629
38,0.003536,0.003604
39,0.003498,0.003630
40,0.003554,0.003569
41,0.003438,0.003528
42,0.003398,0.003571
43,0.003410,0.003520
44,0.003348,0.003573
45,0.003319,0.003520
46,0.003306,0.003535
47,0.003282,0.003531
48,0.003252,0.003504
49,0.003218,0.003707
50,0.003210,0.003526
51,0.003188,0.003505
52,0.003156,0.003515
53,0.003136,0.003508
54,0.003101,0.003525
55,0.002978,0.003495
56,0.002945,0.003506
57,0.002929,0.003586
58,0.002901,0.003504
59,0.002889,0.003532
60,0.002871,0.003526
61,0.003868,0.003997
62,0.003730,0.003917
63,0.003680,0.003965
64,0.003648,0.003902
65,0.003607,0.003882
66,0.003579,0.003861
67,0.003589,0.003891
68,0.003550,0.003841
69,0.003499,0.003815
70,0.003510,0.003832
71,0.003489,0.003841
72,0.003470,0.003834
73,0.003432,0.003793
74,0.003419,0.003898
75,0.003417,0.003829
76,0.003396,0.003789
77,0.003360,0.003819
78,0.003355,0.003806
79,0.003327,0.003834
80,0.003321,0.003859
81,0.003315,0.003787
82,0.003309,0.003821
83,0.003264,0.003776
84,0.003255,0.003809
85,0.003243,0.003792
86,0.003239,0.003774
87,0.003231,0.003777
88,0.003207,0.003797
89,0.003188,0.003888
90,0.003189,0.003836
91,0.003177,0.003780
92,0.003164,0.003737
93,0.003149,0.003822
94,0.003141,0.003790
95,0.003118,0.003756
96,0.003119,0.003863
97,0.003095,0.003796
98,0.003091,0.003858
99,0.003073,0.003862
100,0.003068,0.003888
